Reference #,START DATE,END DATE,VendorNumber,Category MATERIAL GROUP,Category NAME,Vendor performance,ParentOANumber2,OA number,RestrictedUSVendor,PurchasingGroupNumber,AutoPOCategory,MaxAutoPOValueEx,AutoPOType,AuthorizationGroupName,AribaSupplierGroup
1914,2018-06-19,2027-08-26,57205337,2642,Contingent Labour,Excellent,440001775,440001775,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,
8,2024-07-17,2027-09-14,54567038,1802,Switchgear,Excellent,600001568,600001568,Y,300,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
267,2010-01-25,2027-09-14,51934838,2802,Specialized Trades,Average,439999452,439999452,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2519,2019-04-21,2024-04-19,59412537,2682,Environment Svc,Average,440002008,440002008,N,139,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
506,2012-10-29,2027-09-14,52019537,2702,Equip Rental,Average,439999936,439999936,N,138,Services,"10,000,000.00 CAD",NB,UNSECURED,Invoice First
507,2012-10-29,2027-09-14,55155637,2702,Equip Rental,Good,439999938,439999938,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
536,2013-01-12,2027-09-14,52892837,2812,Tech/Specialized Svc,Average,439999985,439999985,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
537,2013-01-12,2027-09-14,57344837,2812,Tech/Specialized Svc,Good,439999986,439999986,N,133,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
568,2024-03-24,2027-09-14,55140540,1692,IT,Good,600001497,600001497,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
569,2024-08-20,2027-09-14,55140540,1692,IT,Excellent,600001719,600001719,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2526,2019-04-09,2021-04-14,59423437,2622,Construction Equip,Poor,440001939,440001939,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
698,2013-04-15,2027-09-14,59105439,2782,Quality Mgmt/Inspect,Poor,440000180,440000180,N,140,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1263,2024-09-14,2027-09-14,57876237,2792,Site Safety Svcs,Poor,600001761,600001761,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2529,2021-04-15,2024-04-13,59428137,2622,Construction Equip,Average,440002597,440002597,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1465,2021-08-21,2027-09-14,57727637,2632,Consulting Svcs,Good,599999794,599999794,N,314,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1484,2015-01-18,2027-09-14,54397737,2702,Equip Rental,Developing,440001050,440001050,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2532,2020-06-14,2023-06-14,59437037,2772,Property & Facility,Average,440002247,440002247,N,122,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1552,2022-04-06,2027-09-14,51236137,1812,Telecom Equip,Good,600000366,600000366,N,706,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1700,2024-09-14,2027-09-14,58933837,2792,Site Safety Svcs,Excellent,600001716,600001716,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1701,2024-09-14,2027-09-14,58933837,2792,Site Safety Svcs,Excellent,600001828,600001828,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2536,2016-11-13,2021-04-14,59439338,2662,CPC Svcs,Poor,440001460,440001460,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1702,2024-09-14,2027-09-14,58933837,2792,Site Safety Svcs,Average,600001829,600001829,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1703,2024-09-14,2027-09-14,58933837,2792,Site Safety Svcs,Poor,600001884,600001884,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1704,2024-09-14,2027-09-14,58933837,2792,Site Safety Svcs,Average,600002016,600002016,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1935,2024-09-14,2027-09-14,54323937,2792,Site Safety Svcs,Poor,600001762,600001762,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1936,2024-09-14,2027-09-14,54323937,2792,Site Safety Svcs,Average,600001863,600001863,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2068,2024-09-14,2027-09-14,57816737,2792,Site Safety Svcs,Average,600001763,600001763,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2070,2024-09-14,2027-09-14,57816737,2792,Site Safety Svcs,Average,600001885,600001885,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2544,2019-09-22,2021-04-14,59445937,2622,Construction Equip,Good,440002065,440002065,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
2116,2020-02-22,2027-09-14,57873737,2812,Tech/Specialized Svc,Excellent,440002182,440002182,N,140,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2546,2019-06-15,2024-12-13,59446237,2862,Vegetation Mgmt,Excellent,440001995,440001995,N,119,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2137,2024-09-14,2027-09-14,54341038,2792,Site Safety Svcs,Average,600001790,600001790,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2548,2019-06-15,2022-12-13,59447737,2862,Vegetation Mgmt,Excellent,440001993,440001993,N,119,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2549,2019-06-15,2022-12-13,59447737,2862,Vegetation Mgmt,Poor,440001994,440001994,N,119,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2550,2019-06-15,2025-02-22,59448737,1692,IT,Good,440002020,440002020,N,129,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2551,2024-12-14,2025-01-28,59448737,2732,General Construction,Excellent,600001992,600001992,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2138,2024-09-14,2027-09-14,54341038,2792,Site Safety Svcs,Average,600001864,600001864,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2308,2016-07-31,2027-09-14,57030237,100000592,Meters,Poor,599999450,599999450,N,708,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2554,2016-11-14,2023-06-14,59448937,1712,Metering & Network,Average,440001511,440001511,N,116,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2555,2019-04-14,2023-09-14,59450037,2732,General Construction,Average,440001673,440001673,N,107,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
2421,2024-09-14,2027-09-14,57653837,2792,Site Safety Svcs,Poor,600001794,600001794,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2436,2024-09-14,2027-09-14,59152137,2792,Site Safety Svcs,Poor,600001807,600001807,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2558,2014-03-22,2024-08-13,59452538,2812,Tech/Specialized Svc,Developing,440000859,440000859,N,112,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2559,2019-06-15,2024-12-13,59453137,2862,Vegetation Mgmt,Good,440002002,440002002,N,119,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2560,2019-06-15,2024-12-13,59453137,2862,Vegetation Mgmt,Excellent,440002003,440002003,N,119,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2751,2021-08-21,2027-09-14,59633937,2632,Consulting Svcs,Excellent,599999795,599999795,N,314,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2761,2024-09-14,2027-09-14,59642937,2792,Site Safety Svcs,Good,600001764,600001764,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2950,2022-03-10,2027-09-14,59831937,2782,Quality Mgmt/Inspect,Good,600000300,600000300,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3124,2024-09-14,2027-09-14,60375637,2792,Site Safety Svcs,Good,600001789,600001789,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3127,2024-09-14,2027-09-14,60390837,2792,Site Safety Svcs,Good,600001802,600001802,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3128,2024-09-14,2027-09-14,60391437,2792,Site Safety Svcs,Good,600001816,600001816,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2567,2021-02-08,2022-05-15,59458637,2862,Vegetation Mgmt,Good,440002666,440002666,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
3130,2024-09-14,2027-09-14,60395137,2792,Site Safety Svcs,Good,600001848,600001848,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3138,2024-09-14,2027-09-14,60405337,2792,Site Safety Svcs,Excellent,600002017,600002017,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2570,2018-01-24,2022-02-12,59467337,1722,MRO-Gen Indus/Safety,Average,429999493,429999493,N,700,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2571,2019-08-15,2022-08-14,59469837,1692,IT,Good,440002038,440002038,Y,107,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2572,2020-05-15,2023-05-15,59470237,2792,Site Safety Svcs,Excellent,440002231,440002231,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2573,2019-08-31,2022-08-30,59471837,2832,Training Svcs,Good,440002042,440002042,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3143,2024-09-14,2027-09-14,60430137,2792,Site Safety Svcs,Average,600002005,600002005,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3144,2024-09-14,2027-09-14,60430137,2792,Site Safety Svcs,Developing,600002006,600002006,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3145,2024-09-14,2027-09-14,60430137,2792,Site Safety Svcs,Poor,600002007,600002007,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2577,2019-09-29,2025-03-14,59482837,2792,Site Safety Svcs,Good,440002045,440002045,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2578,2012-10-15,2021-04-14,59483537,2622,Construction Equip,Excellent,439999909,439999909,N,104,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
983,2025-03-15,2027-09-15,51129437,2792,Site Safety Svcs,Good,600002064,600002064,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2580,2013-06-01,2022-07-14,59483537,2752,Line Svc,Good,440000240,440000240,N,114,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1266,2025-03-15,2027-09-15,57327437,2792,Site Safety Svcs,Excellent,600002074,600002074,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1652,2025-03-15,2027-09-15,53046137,2792,Site Safety Svcs,Good,600002047,600002047,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2402,2025-02-26,2027-09-15,57883937,2792,Site Safety Svcs,Good,600002171,600002171,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2737,2020-09-14,2027-09-15,59621837,2712,Equip Test/Maint/Rep,Average,440002320,440002320,N,111,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
3147,2025-09-13,2027-09-15,60433437,2792,Site Safety Svcs,Developing,600002360,600002360,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2586,2021-06-01,2024-08-14,59483537,2752,Line Svc,Excellent,599999594,599999594,N,140,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3157,2025-03-15,2027-09-15,60466037,2792,Site Safety Svcs,Excellent,600002274,600002274,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
3160,2025-03-15,2027-09-15,60472337,2792,Site Safety Svcs,Excellent,600002261,600002261,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
3064,2024-09-19,2027-09-19,60197537,1802,Switchgear,Excellent,600001745,600001745,Y,332,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,Service Entry Sheet First
2621,2024-09-21,2027-09-21,59521837,2812,Tech/Specialized Svc,Excellent,600001782,600001782,N,120,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1840,2017-10-03,2027-10-02,56687637,1742,Oth Gen Stn Equip,Poor,440001625,440001625,N,304,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1600,2022-10-05,2027-10-04,51396546,1692,IT,Excellent,600000698,600000698,N,141,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
109,2024-10-15,2027-10-15,56232937,1602,Aux Elec Equip,Average,600001823,600001823,N,701,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2594,2019-10-05,2024-03-13,59487437,1622,Construct Material,Poor,440002061,440002061,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
921,2014-05-16,2027-10-15,50125637,2652,Corporate Svcs,Excellent,440000917,440000917,N,102,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1788,2015-06-15,2027-10-15,52624637,2652,Corporate Svcs,Good,440002580,440002580,N,135,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2597,2019-02-27,2024-03-13,59494237,1622,Construct Material,Developing,440001987,440001987,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2598,2019-10-19,2021-12-13,59494337,2862,Vegetation Mgmt,Developing,440002067,440002067,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2599,2019-10-19,2021-12-13,59494337,2862,Vegetation Mgmt,Average,440002068,440002068,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2600,2012-07-04,2021-05-15,59500637,2702,Equip Rental,Good,440002219,440002219,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1963,2018-06-15,2027-10-15,54062239,2652,Corporate Svcs,Good,440001837,440001837,N,133,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2205,2020-11-27,2027-10-15,56827737,2622,Construction Equip,Excellent,440002384,440002384,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2603,2019-12-10,2023-10-10,59507337,2652,Corporate Svcs,Average,440002125,440002125,N,108,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2303,2022-10-16,2027-10-15,55862637,2682,Environment Svc,Good,600000662,600000662,N,139,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1843,2017-10-24,2027-10-23,59189937,1742,Oth Gen Stn Equip,Developing,440001631,440001631,Y,304,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2944,2021-11-28,2027-10-31,59806137,1692,IT,Developing,600000025,600000025,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1103,2011-05-16,2027-11-12,56564237,2712,Equip Test/Maint/Rep,Excellent,440000476,440000476,N,111,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1575,2021-11-13,2027-11-12,57088637,2842,Transportation Svc,Good,599999875,599999875,N,138,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1245,2022-11-15,2027-11-14,57553738,1692,IT,Good,600000830,600000830,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2374,2021-11-16,2027-11-15,57094037,2652,Corporate Svcs,Poor,600000001,600000001,N,116,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2434,2024-11-16,2027-11-15,58801837,1842,Battery Energy Strge,Developing,600002054,600002054,N,307,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2612,2018-12-14,2023-02-12,59516937,2762,Marketing & Commun,Good,440001847,440001847,N,132,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
110,2016-08-23,2027-11-26,54517837,1812,Telecom Equip,Excellent,429999482,429999482,N,701,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2377,2021-11-27,2027-11-27,57792537,2812,Tech/Specialized Svc,Good,600000131,600000131,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2380,2022-01-25,2027-11-27,57792537,2812,Tech/Specialized Svc,Good,600000131,600000180,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2381,2025-05-18,2027-11-27,57792537,2812,Tech/Specialized Svc,Average,600000131,600002157,N,140,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
126,2017-12-02,2027-12-03,53493637,1612,Conductor Supp Struc,Average,429999497,429999497,N,711,No Auto-PO,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2618,2021-01-13,2024-01-13,59519237,2832,Training Svcs,Good,440002352,440002352,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
142,2024-12-02,2027-12-13,54207837,1662,Electrical Component,Average,600001946,600001946,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2620,2023-05-03,2025-01-12,59521837,2612,Civil UG Construct,Average,600001070,600001070,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
294,2024-12-14,2027-12-13,54368338,2862,Vegetation Mgmt,Excellent,600002013,600002013,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
406,2024-12-14,2027-12-13,50800637,2862,Vegetation Mgmt,Good,600001930,600001930,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
414,2024-12-14,2027-12-13,53255337,2862,Vegetation Mgmt,Developing,600001933,600001933,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
420,2025-03-31,2027-12-13,51780144,2862,Vegetation Mgmt,Excellent,600002150,600002150,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
428,2024-12-14,2027-12-13,51192237,2862,Vegetation Mgmt,Developing,600001932,600001932,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
432,2024-12-14,2027-12-13,55629337,2862,Vegetation Mgmt,Good,600001913,600001913,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2627,2020-01-18,2022-05-15,59527837,2862,Vegetation Mgmt,Excellent,440002167,440002167,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
433,2024-12-14,2027-12-13,55629337,2862,Vegetation Mgmt,Average,600001914,600001914,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
437,2024-12-14,2027-12-13,55670237,2862,Vegetation Mgmt,Poor,600001937,600001937,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
438,2024-12-14,2027-12-13,55670237,2862,Vegetation Mgmt,Good,600001941,600001941,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
463,2020-12-14,2027-12-13,55273237,2642,Contingent Labour,Developing,440002359,440002359,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2632,2020-01-12,2022-05-15,59528837,2862,Vegetation Mgmt,Average,440002166,440002166,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
465,2020-12-14,2027-12-13,56986137,2772,Property & Facility,Good,440002361,440002361,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
576,2024-12-14,2027-12-13,57366837,2862,Vegetation Mgmt,Good,600001919,600001919,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
577,2024-12-14,2027-12-13,57366837,2862,Vegetation Mgmt,Good,600001921,600001921,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2636,2020-02-04,2022-03-14,59528937,2862,Vegetation Mgmt,Excellent,440002189,440002189,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
716,2025-01-25,2027-12-13,57401737,2782,Quality Mgmt/Inspect,Poor,600001984,600001984,N,120,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1109,2024-12-14,2027-12-13,52142737,2862,Vegetation Mgmt,Good,600001908,600001908,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1110,2024-12-14,2027-12-13,52142737,2862,Vegetation Mgmt,Excellent,600001909,600001909,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1121,2024-12-14,2027-12-13,53854537,2862,Vegetation Mgmt,Excellent,600001954,600001954,N,129,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1123,2024-12-14,2027-12-13,54334037,2862,Vegetation Mgmt,Excellent,600001986,600001986,N,141,Exception,"10,000,000.00 CAD",NB,UNSECURED,Invoice First
1125,2024-12-14,2027-12-13,54673637,2862,Vegetation Mgmt,Excellent,600001944,600001944,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1139,2024-12-14,2027-12-13,56207138,2862,Vegetation Mgmt,Developing,600001939,600001939,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2644,2020-02-16,2025-03-14,59539237,2792,Site Safety Svcs,Excellent,440002187,440002187,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1140,2024-12-14,2027-12-13,56207138,2862,Vegetation Mgmt,Good,600001958,600001958,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2646,2020-02-08,2022-02-26,59543639,2762,Marketing & Commun,Excellent,440002186,440002186,N,132,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
1145,2024-12-31,2027-12-13,56775137,2862,Vegetation Mgmt,Average,600001923,600001923,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1147,2024-12-14,2027-12-13,56981838,2862,Vegetation Mgmt,Excellent,600001938,600001938,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1148,2024-12-14,2027-12-13,56981838,2862,Vegetation Mgmt,Good,600001942,600001942,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1152,2024-12-14,2027-12-13,57326137,2862,Vegetation Mgmt,Poor,600001940,600001940,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1205,2024-12-14,2027-12-13,56923437,2862,Vegetation Mgmt,Average,600001931,600001931,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1214,2024-12-14,2027-12-13,54671837,2862,Vegetation Mgmt,Poor,600001910,600001910,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1215,2024-12-14,2027-12-13,54671837,2862,Vegetation Mgmt,Poor,600001911,600001911,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1222,2024-12-14,2027-12-13,55418739,2862,Vegetation Mgmt,Average,600001915,600001915,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1223,2024-12-14,2027-12-13,55418739,2862,Vegetation Mgmt,Developing,600001916,600001916,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1374,2024-12-13,2027-12-13,53763938,2842,Transportation Svc,Good,600001841,600001841,N,104,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1464,2020-12-07,2027-12-13,57727637,2792,Site Safety Svcs,Poor,440002342,440002342,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1466,2024-02-20,2027-12-13,57727637,2792,Site Safety Svcs,Poor,600001394,600001394,N,126,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1478,2022-12-21,2027-12-13,54774937,2682,Environment Svc,Poor,600000815,600000815,N,126,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2660,2012-06-14,2021-12-13,59558437,2862,Vegetation Mgmt,Average,439999711,439999711,N,108,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
2661,2012-06-14,2021-12-13,59558437,2862,Vegetation Mgmt,Good,439999716,439999716,N,108,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2662,2014-01-21,2021-12-13,59558437,2862,Vegetation Mgmt,Excellent,440000608,440000608,N,119,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2663,2023-09-02,2024-04-09,59558437,2862,Vegetation Mgmt,Excellent,600001212,600001212,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
1480,2022-12-21,2027-12-13,54781737,2682,Environment Svc,Poor,600000814,600000814,N,126,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1662,2022-12-14,2027-12-13,55539137,2772,Property & Facility,Excellent,600000828,600000828,N,139,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
